File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001KFI	bam	alignments	ENCSR000CGP	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1						2302950405	Bing Ren, UCSD	22d7b2fc2f5b608b2ba13d5f86f847b4	https://www.encodeproject.org/files/ENCFF001KFI/@@download/ENCFF001KFI.bam	mm9	
ENCFF001KFS	fastq	reads	ENCSR000CGP	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			1	1	36	single-ended				2320639765	Bing Ren, UCSD	ffb1562b631ab1861ef5223d78063a6b	https://www.encodeproject.org/files/ENCFF001KFS/@@download/ENCFF001KFS.fastq.gz		HiSeq 2000
ENCFF001KFY	fastq	reads	ENCSR000CGP	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1	36	single-ended				2525467616	Bing Ren, UCSD	91a461030172313573097f70b019ec4a	https://www.encodeproject.org/files/ENCFF001KFY/@@download/ENCFF001KFY.fastq.gz		HiSeq 2000
ENCFF001XWX	bed broadPeak	peaks	ENCSR000CGP	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE												454427	Bing Ren, UCSD	d3cb9cf4f92a3d366b755707a255a22d	https://www.encodeproject.org/files/ENCFF001XWX/@@download/ENCFF001XWX.bed.gz	mm9	
ENCFF001KCY	bigBed broadPeak	peaks	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE											ENCFF001XWO	859683	Bing Ren, UCSD	a0e8090cd6900069c1b17df9c95284be	https://www.encodeproject.org/files/ENCFF001KCY/@@download/ENCFF001KCY.bigBed	mm9	
ENCFF001KCZ	bam	alignments	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			1	1						1541713621	Bing Ren, UCSD	8cf52dcd1e4b8d6feff12a296e14410b	https://www.encodeproject.org/files/ENCFF001KCZ/@@download/ENCFF001KCZ.bam	mm9	
ENCFF001KDA	bigWig	signal	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE												44452177	Bing Ren, UCSD	5193a0266aa10b998e27364472a61fc7	https://www.encodeproject.org/files/ENCFF001KDA/@@download/ENCFF001KDA.bigWig	mm9	
ENCFF001KDB	bam	alignments	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1						1744490474	Bing Ren, UCSD	610abca74c9dbc1d5c749b7b36ad17e6	https://www.encodeproject.org/files/ENCFF001KDB/@@download/ENCFF001KDB.bam	mm9	
ENCFF001KDK	fastq	reads	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			1	1	36	single-ended				1667772413	Bing Ren, UCSD	c861d0d72460e9ccc29044c5f5639c68	https://www.encodeproject.org/files/ENCFF001KDK/@@download/ENCFF001KDK.fastq.gz		HiSeq 2000
ENCFF001KDL	fastq	reads	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1	36	single-ended				1933839545	Bing Ren, UCSD	38536d6cdf93f050e3c6af4d79a4f227	https://www.encodeproject.org/files/ENCFF001KDL/@@download/ENCFF001KDL.fastq.gz		HiSeq 2000
ENCFF001XWO	bed broadPeak	peaks	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE												525976	Bing Ren, UCSD	c2e7f5df28c0ae886f75660b9223d89f	https://www.encodeproject.org/files/ENCFF001XWO/@@download/ENCFF001XWO.bed.gz	mm9	
ENCFF001KFO	bam	alignments	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE		see document			1	1						1443041230	Bing Ren, UCSD	384164fc31a6bbf87053a0d2e41c108e	https://www.encodeproject.org/files/ENCFF001KFO/@@download/ENCFF001KFO.bam	mm9	
ENCFF001KFP	bam	alignments	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1						1355408450	Bing Ren, UCSD	009293aa9d70c219a7baa612bd68b758	https://www.encodeproject.org/files/ENCFF001KFP/@@download/ENCFF001KFP.bam	mm9	
ENCFF001KFQ	bigBed broadPeak	peaks	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE											ENCFF001XWZ	1175363	Bing Ren, UCSD	f8545a88c73e70140db1bb1c06e8aff9	https://www.encodeproject.org/files/ENCFF001KFQ/@@download/ENCFF001KFQ.bigBed	mm9	
ENCFF001KFT	bigWig	signal	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE												62297713	Bing Ren, UCSD	9e345cfc972b73e135577a96020a7890	https://www.encodeproject.org/files/ENCFF001KFT/@@download/ENCFF001KFT.bigWig	mm9	
ENCFF001KGA	fastq	reads	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE		see document			1	1	36	single-ended				1484634941	Bing Ren, UCSD	0225e689544d6c75aa23cc47dd741507	https://www.encodeproject.org/files/ENCFF001KGA/@@download/ENCFF001KGA.fastq.gz		HiSeq 2000
ENCFF001KGE	fastq	reads	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE		see document			2	1	36	single-ended				1446556052	Bing Ren, UCSD	49c262c053b630fb8cb1ab684a452ac9	https://www.encodeproject.org/files/ENCFF001KGE/@@download/ENCFF001KGE.fastq.gz		HiSeq 2000
ENCFF001XWZ	bed broadPeak	peaks	ENCSR000CGR	ChIP-seq	NTR:0001510	ES-E14	stem cell	unknown	male	Mus musculus					H3K36me3-mouse	ENCAB000ADV	DNA		see document	see document		2012-09-05	ENCODE												773435	Bing Ren, UCSD	3dea9781c7e55346107b7c190903ab0b	https://www.encodeproject.org/files/ENCFF001XWZ/@@download/ENCFF001XWZ.bed.gz	mm9	
ENCFF001ZOT	fastq	reads	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	1	1	48	single-ended				1758532892	Ross Hardison, PennState	c7c052f762f317e2286a9b3755d6f796	https://www.encodeproject.org/files/ENCFF001ZOT/@@download/ENCFF001ZOT.fastq.gz		HiSeq 2000
ENCFF001ZOU	bigWig	signal	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	1	1						4276004096	Ross Hardison, PennState	63570b329fd7de50781ce5b65366532c	https://www.encodeproject.org/files/ENCFF001ZOU/@@download/ENCFF001ZOU.bigWig	mm9	
ENCFF001ZPA	fastq	reads	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	2	1	48	single-ended				1554502099	Ross Hardison, PennState	e16b2700289184f6fb34c13db5f4b361	https://www.encodeproject.org/files/ENCFF001ZPA/@@download/ENCFF001ZPA.fastq.gz		HiSeq 2000
ENCFF001ZPB	bigWig	signal	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	2	1						4089882725	Ross Hardison, PennState	144c65e72aaeee53678f55b384659e35	https://www.encodeproject.org/files/ENCFF001ZPB/@@download/ENCFF001ZPB.bigWig	mm9	
ENCFF001ZPI	bam	alignments	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	1	1						1901345920	Ross Hardison, PennState	231440777c8eae101426146a4a86768e	https://www.encodeproject.org/files/ENCFF001ZPI/@@download/ENCFF001ZPI.bam	mm9	
ENCFF001ZPJ	bam	alignments	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	2	1						1688748045	Ross Hardison, PennState	34d1829cd2aabd6084df62695a68fbcc	https://www.encodeproject.org/files/ENCFF001ZPJ/@@download/ENCFF001ZPJ.bam	mm9	
ENCFF001ZPK	bigBed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	1	1						2981057	Ross Hardison, PennState	64e8ce3a4ebfc2a29ef55e8a9f4cf2cf	https://www.encodeproject.org/files/ENCFF001ZPK/@@download/ENCFF001ZPK.bigBed	mm9	
ENCFF001ZPL	bigBed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	2	1						2695970	Ross Hardison, PennState	d9c978883a74e7b5a85e6f1f486d2b01	https://www.encodeproject.org/files/ENCFF001ZPL/@@download/ENCFF001ZPL.bigBed	mm9	
ENCFF001ZPH	bigWig	signal	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE												5283340196	Ross Hardison, PennState	ec9d0599da5858d75cc7efef4c456630	https://www.encodeproject.org/files/ENCFF001ZPH/@@download/ENCFF001ZPH.bigWig	mm9	
ENCFF001ZPM	bigBed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE												3167723	Ross Hardison, PennState	0177dc5d461f2974a56e339e701c76cb	https://www.encodeproject.org/files/ENCFF001ZPM/@@download/ENCFF001ZPM.bigBed	mm9	
ENCFF001ZPN	bam	alignments	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE												3477726910	Ross Hardison, PennState	ac26952075b28dcbbd42ccfcaed880dd	https://www.encodeproject.org/files/ENCFF001ZPN/@@download/ENCFF001ZPN.bam	mm9	
ENCFF839PKG	bed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	1	1					ENCFF001ZPK	1652779	ENCODE Consortium	5d140b1e9b2f225aeeab64ccbd034d8b	https://www.encodeproject.org/files/ENCFF839PKG/@@download/ENCFF839PKG.bed.gz	mm9	
ENCFF196KJS	bed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE		see document		13.5-14.5 day	2	1					ENCFF001ZPL	1488085	ENCODE Consortium	c6eb656b4be36c7d770224636b9d383c	https://www.encodeproject.org/files/ENCFF196KJS/@@download/ENCFF196KJS.bed.gz	mm9	
ENCFF796LDS	bed broadPeak	peaks	ENCSR212KGS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K4me3-mouse	ENCAB000ANV	DNA		see document	see document		2014-02-14	ENCODE											ENCFF001ZPM	1785267	ENCODE Consortium	83e931b2135f931336523682af10e2f2	https://www.encodeproject.org/files/ENCFF796LDS/@@download/ENCFF796LDS.bed.gz	mm9	
ENCFF001ZIB	fastq	reads	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	1	1	45	single-ended				1706725308	Ross Hardison, PennState	2a42d5937502dd3aac061c7b06e390ff	https://www.encodeproject.org/files/ENCFF001ZIB/@@download/ENCFF001ZIB.fastq.gz		HiSeq 2000
ENCFF001ZID	bigWig	signal	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	1	1						4834393189	Ross Hardison, PennState	47ab70cc71bd983ff3fc577f47d2a04c	https://www.encodeproject.org/files/ENCFF001ZID/@@download/ENCFF001ZID.bigWig	mm9	
ENCFF001ZIH	fastq	reads	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	2	1	45	single-ended				1734882829	Ross Hardison, PennState	acfbf3eaab2527e2b855fb12eec2fe9e	https://www.encodeproject.org/files/ENCFF001ZIH/@@download/ENCFF001ZIH.fastq.gz		HiSeq 2000
ENCFF001ZJI	bigWig	signal	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	2	1						4769350911	Ross Hardison, PennState	7ba706c18b85770c26c3b408bb9b0917	https://www.encodeproject.org/files/ENCFF001ZJI/@@download/ENCFF001ZJI.bigWig	mm9	
ENCFF001ZJK	bam	alignments	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	1	1						2120084239	Ross Hardison, PennState	aef54772dd2bfbff545525c1bf84c83d	https://www.encodeproject.org/files/ENCFF001ZJK/@@download/ENCFF001ZJK.bam	mm9	
ENCFF001ZJL	bam	alignments	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	2	1						2077293711	Ross Hardison, PennState	e37965fb3b7c3ddbca45dbd386e80977	https://www.encodeproject.org/files/ENCFF001ZJL/@@download/ENCFF001ZJL.bam	mm9	
ENCFF001ZJM	bigBed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	1	1						2132112	Ross Hardison, PennState	5baa29e7289b7fd587f0264a82aea7ac	https://www.encodeproject.org/files/ENCFF001ZJM/@@download/ENCFF001ZJM.bigBed	mm9	
ENCFF001ZJN	bigBed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	2	1						2231405	Ross Hardison, PennState	d3a6a668cb1e6d76fb5dbc27d6578f1f	https://www.encodeproject.org/files/ENCFF001ZJN/@@download/ENCFF001ZJN.bigBed	mm9	
ENCFF001ZJJ	bigWig	signal	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE												5598254561	Ross Hardison, PennState	d01344a0389e04a5e152cf23d2d842f7	https://www.encodeproject.org/files/ENCFF001ZJJ/@@download/ENCFF001ZJJ.bigWig	mm9	
ENCFF001ZJO	bigBed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE												2169764	Ross Hardison, PennState	0a75e9cebc39b16e0e0a41356011ba82	https://www.encodeproject.org/files/ENCFF001ZJO/@@download/ENCFF001ZJO.bigBed	mm9	
ENCFF001ZJP	bam	alignments	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE												3987463575	Ross Hardison, PennState	fa81ba1d7a9936f4cd166952567b76ca	https://www.encodeproject.org/files/ENCFF001ZJP/@@download/ENCFF001ZJP.bam	mm9	
ENCFF871XXY	bed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	2	1					ENCFF001ZJN	1401714	ENCODE Consortium	1e469c3e911b6db910eb3d52e4635e0c	https://www.encodeproject.org/files/ENCFF871XXY/@@download/ENCFF871XXY.bed.gz	mm9	
ENCFF945LRL	bed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE											ENCFF001ZJO	1395166	ENCODE Consortium	e2eb1d1ef22eb71f648aa1d8c7edc7e3	https://www.encodeproject.org/files/ENCFF945LRL/@@download/ENCFF945LRL.bed.gz	mm9	
ENCFF601LTI	bed broadPeak	peaks	ENCSR059MBO	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K27me3-mouse	ENCAB000ANB	DNA		see document	see document		2014-02-12	ENCODE		see document		13.5-14.5 day	1	1					ENCFF001ZJM	1334483	ENCODE Consortium	9c4f6062e12a4789a9007424b740c736	https://www.encodeproject.org/files/ENCFF601LTI/@@download/ENCFF601LTI.bed.gz	mm9	
ENCFF001ZHO	fastq	reads	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	1	1	45	single-ended				2259572146	Ross Hardison, PennState	8f4776c562ca8ed92b9fce5cc3dafc54	https://www.encodeproject.org/files/ENCFF001ZHO/@@download/ENCFF001ZHO.fastq.gz		HiSeq 2000
ENCFF001ZHP	bigWig	signal	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	1	1						5148769376	Ross Hardison, PennState	272e6326d75afc76c022cb54b7cc9ff5	https://www.encodeproject.org/files/ENCFF001ZHP/@@download/ENCFF001ZHP.bigWig	mm9	
ENCFF001ZHQ	fastq	reads	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	2	1	45	single-ended				1554168483	Ross Hardison, PennState	79d54c2f1e5a89a2a4c68230d61ea531	https://www.encodeproject.org/files/ENCFF001ZHQ/@@download/ENCFF001ZHQ.fastq.gz		HiSeq 2000
ENCFF001ZHR	bigWig	signal	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	2	1						4279005300	Ross Hardison, PennState	f86787a85ab679f5dccec8607f08c184	https://www.encodeproject.org/files/ENCFF001ZHR/@@download/ENCFF001ZHR.bigWig	mm9	
ENCFF001ZHT	bam	alignments	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	1	1						2664666863	Ross Hardison, PennState	5c1029930b249d61d4174a1c7a19e1d2	https://www.encodeproject.org/files/ENCFF001ZHT/@@download/ENCFF001ZHT.bam	mm9	
ENCFF001ZHU	bam	alignments	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	2	1						1838373368	Ross Hardison, PennState	e2415e32d27f68b8612ac3b27ab105bc	https://www.encodeproject.org/files/ENCFF001ZHU/@@download/ENCFF001ZHU.bam	mm9	
ENCFF001ZHV	bigBed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	1	1						1144636	Ross Hardison, PennState	0daaf0d1fc695e120594ddc44030afef	https://www.encodeproject.org/files/ENCFF001ZHV/@@download/ENCFF001ZHV.bigBed	mm9	
ENCFF001ZHW	bigBed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	2	1						1284542	Ross Hardison, PennState	6100806c2840caea557c3f8038904668	https://www.encodeproject.org/files/ENCFF001ZHW/@@download/ENCFF001ZHW.bigBed	mm9	
ENCFF001ZHS	bigWig	signal	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE												5659172171	Ross Hardison, PennState	7315e1dcaea061738b249816b0a869af	https://www.encodeproject.org/files/ENCFF001ZHS/@@download/ENCFF001ZHS.bigWig	mm9	
ENCFF001ZHX	bigBed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE												1288950	Ross Hardison, PennState	7d4bf2d78ba3ceddf5dd965bfe24b591	https://www.encodeproject.org/files/ENCFF001ZHX/@@download/ENCFF001ZHX.bigBed	mm9	
ENCFF001ZHY	bam	alignments	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE												4325992583	Ross Hardison, PennState	56974be680bc7276258f243fa1209456	https://www.encodeproject.org/files/ENCFF001ZHY/@@download/ENCFF001ZHY.bam	mm9	
ENCFF951NLJ	bed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	2	1					ENCFF001ZHW	773395	ENCODE Consortium	dfe806be8eee4f31d6944781a99bd3b6	https://www.encodeproject.org/files/ENCFF951NLJ/@@download/ENCFF951NLJ.bed.gz	mm9	
ENCFF916EVG	bed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE											ENCFF001ZHX	777063	ENCODE Consortium	37ec668d829e60d42215cf9bfb374821	https://www.encodeproject.org/files/ENCFF916EVG/@@download/ENCFF916EVG.bed.gz	mm9	
ENCFF190WVY	bed broadPeak	peaks	ENCSR253QPK	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K36me3-mouse	ENCAB000ASN	DNA		see document	see document		2014-02-11	ENCODE		see document		13.5-14.5 day	1	1					ENCFF001ZHV	700692	ENCODE Consortium	0407dc2c36d36c0c3d139944eaf3a46b	https://www.encodeproject.org/files/ENCFF190WVY/@@download/ENCFF190WVY.bed.gz	mm9	
ENCFF001ZHD	fastq	reads	ENCSR857MYS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K9me3-mouse	ENCAB000ANY	DNA		see document	see document		2014-02-10	ENCODE		see document		13.5-14.5 day	1	1	45	single-ended				2072713637	Ross Hardison, PennState	a1ba911be7434a7e7daf27fe916474b1	https://www.encodeproject.org/files/ENCFF001ZHD/@@download/ENCFF001ZHD.fastq.gz		HiSeq 2000
ENCFF001ZHE	bigWig	signal	ENCSR857MYS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K9me3-mouse	ENCAB000ANY	DNA		see document	see document		2014-02-10	ENCODE		see document		13.5-14.5 day	1	1						5135330204	Ross Hardison, PennState	67115576c5d7d66a0996199e4578c244	https://www.encodeproject.org/files/ENCFF001ZHE/@@download/ENCFF001ZHE.bigWig	mm9	
ENCFF001ZHF	fastq	reads	ENCSR857MYS	ChIP-seq	NTR:0001510	ES-E14	stem cell	embryonic	male	Mus musculus					H3K9me3-mouse	ENCAB000ANY	DNA		see document	see document		2014-02-10	ENCODE		see document		13.5-14.5 day	2	1	45	single-ended				2397640727	Ross Hardison, PennState	360664147dc2e5108f2c385a810093e0	https://www.encodeproject.org/files/ENCFF001ZHF/@@download/ENCFF001ZHF.fastq.gz		HiSeq 2000
