File accession	Output type	Biosample term name	Biosample term id	Experiment target	Biosample sex	Assembly	File download URL	md5sum	Paired with	Technical replicate	Biological replicate(s)
ENCFF001SVC	peaks	H1-hESC	EFO:0003042	H3K4me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SVC/@@download/ENCFF001SVC.bed.gz	26503906e4bd555bbda243fac44c0df0	NA	NA	NA
ENCFF000AVN	signal	H1-hESC	EFO:0003042	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AVN/@@download/ENCFF000AVN.bigWig	49f05309f912a7a4be5711bfc26104f8	NA	NA	NA
ENCFF001SUT	peaks	H1-hESC	EFO:0003042	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SUT/@@download/ENCFF001SUT.bed.gz	b4d9d714675ab19658a4dd70c293983e	NA	NA	NA
ENCFF000AWQ	signal	H1-hESC	EFO:0003042	H3K27me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AWQ/@@download/ENCFF000AWQ.bigWig	4267c005b8879a121af67a4ff831e238	NA	NA	NA
ENCFF001SUY	peaks	H1-hESC	EFO:0003042	H3K27me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SUY/@@download/ENCFF001SUY.bed.gz	e87748c5982ce0c3ba1a17562af463b2	NA	NA	NA
ENCFF000BXJ	signal	K562	EFO:0002067	H3K36me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BXJ/@@download/ENCFF000BXJ.bigWig	445969fedf4b02c869e56f51df749784	NA	NA	NA
ENCFF001SZG	peaks	K562	EFO:0002067	H3K36me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZG/@@download/ENCFF001SZG.bed.gz	c73020d0b23215469ac0cab171db1602	NA	NA	NA
ENCFF000AVH	signal	H1-hESC	EFO:0003042	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AVH/@@download/ENCFF000AVH.bigWig	a19d5fda9cbf2b1941a2e582763ac62a	NA	NA	NA
ENCFF000CAL	signal	K562	EFO:0002067	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF000CAL/@@download/ENCFF000CAL.bigWig	12858762d292cd5356e29592bc61f910	NA	NA	NA
ENCFF001SZV	peaks	K562	EFO:0002067	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZV/@@download/ENCFF001SZV.bed.gz	a5435044c396204582db6ab525faaac8	NA	NA	NA
ENCFF000BYX	signal	K562	EFO:0002067	H3K9me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BYX/@@download/ENCFF000BYX.bigWig	e7d5f647aab8ef0f73e14f25f325298a	NA	NA	NA
ENCFF001SZN	peaks	K562	EFO:0002067	H3K9me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZN/@@download/ENCFF001SZN.bed.gz	48ed2c350488cfaf5a41fbef5f4524ed	NA	NA	NA
ENCFF000ARD	signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ARD/@@download/ENCFF000ARD.bigWig	1c5fc0fdede07fa5b91b8d67a73dbeac	NA	NA	NA
ENCFF000AXC	signal	H1-hESC	EFO:0003042	H3K4me1-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AXC/@@download/ENCFF000AXC.bigWig	82655f8e6a8cec482bb03f3a1810328d	NA	NA	NA
ENCFF001SVA	peaks	H1-hESC	EFO:0003042	H3K4me1-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SVA/@@download/ENCFF001SVA.bed.gz	39c76ae70183e6e122c1f75b36022eaa	NA	NA	NA
ENCFF000BER	signal	HepG2	EFO:0001187	H3K4me1-human	male	hg19	https://www.encodeproject.org/files/ENCFF000BER/@@download/ENCFF000BER.bigWig	332760916058b585dca5ec2b2e96de47	NA	NA	NA
ENCFF001SWI	peaks	HepG2	EFO:0001187	H3K4me1-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SWI/@@download/ENCFF001SWI.bed.gz	bd11f6a804b468ca0af1bb7b64ffdd23	NA	NA	NA
ENCFF000ASJ	signal	GM12878	EFO:0002784	H3K27ac-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ASJ/@@download/ENCFF000ASJ.bigWig	4fc2dec4b72bc85f6087be52267beec2	NA	NA	NA
ENCFF001SUG	peaks	GM12878	EFO:0002784	H3K27ac-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUG/@@download/ENCFF001SUG.bed.gz	109d26a520f4f64fb46bf21fa50d6cd9	NA	NA	NA
ENCFF000AWW	signal	H1-hESC	EFO:0003042	H3K36me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AWW/@@download/ENCFF000AWW.bigWig	b901f6936fc8309898edded966ae287f	NA	NA	NA
ENCFF001SUZ	peaks	H1-hESC	EFO:0003042	H3K36me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SUZ/@@download/ENCFF001SUZ.bed.gz	c8c904e3d307da743ad4541332f58af7	NA	NA	NA
ENCFF000ATA	signal	GM12878	EFO:0002784	H3K36me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ATA/@@download/ENCFF000ATA.bigWig	7ecaf91174a491a9d4a4f456e0d5ead7	NA	NA	NA
ENCFF001SUJ	peaks	GM12878	EFO:0002784	H3K36me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUJ/@@download/ENCFF001SUJ.bed.gz	1074436f58c7660802b31cc18c36730c	NA	NA	NA
ENCFF000AZC	signal	H1-hESC	EFO:0003042	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AZC/@@download/ENCFF000AZC.bigWig	04797e107fdc55f7f64ae7ab40b1d3d2	NA	NA	NA
ENCFF001SVK	peaks	H1-hESC	EFO:0003042	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SVK/@@download/ENCFF001SVK.bed.gz	3efd2d0723fbeda29cfefe42407a5de2	NA	NA	NA
ENCFF000BDS	signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000BDS/@@download/ENCFF000BDS.bigWig	fd995002489c65749e8fc57e286f5665	NA	NA	NA
ENCFF000BFO	signal	HepG2	EFO:0001187	H3K36me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF000BFO/@@download/ENCFF000BFO.bigWig	c571bf789e856d362a929717be93c741	NA	NA	NA
ENCFF001SWM	peaks	HepG2	EFO:0001187	H3K36me3-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SWM/@@download/ENCFF001SWM.bed.gz	728270d7d82af5d17bacebef96c69fef	NA	NA	NA
ENCFF000BEA	signal	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF000BEA/@@download/ENCFF000BEA.bigWig	5a6c7a1da91c4f282554076542dc4262	NA	NA	NA
ENCFF001SWF	peaks	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SWF/@@download/ENCFF001SWF.bed.gz	2494093aaf2ea6173912c23d05abafbe	NA	NA	NA
ENCFF000ARZ	signal	GM12878	EFO:0002784	H3K4me1-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ARZ/@@download/ENCFF000ARZ.bigWig	b16abc080d5ac228e63aaae8b5b23d5d	NA	NA	NA
ENCFF001SUE	peaks	GM12878	EFO:0002784	H3K4me1-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUE/@@download/ENCFF001SUE.bed.gz	34adb845d790386f518dd0f7bf3dc69f	NA	NA	NA
ENCFF000BWA	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BWA/@@download/ENCFF000BWA.bigWig	0adb04af2206070e70a5cfd1448271b2	NA	NA	NA
ENCFF000BWY	signal	K562	EFO:0002067	H3K27ac-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	375b66adfebf3c4eab113fb4a449adf2	NA	NA	NA
ENCFF001SZE	peaks	K562	EFO:0002067	H3K27ac-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZE/@@download/ENCFF001SZE.bed.gz	13f4e571d06ca5cf8b18cdc84030f438	NA	NA	NA
ENCFF000ASF	signal	GM12878	EFO:0002784	H3K4me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ASF/@@download/ENCFF000ASF.bigWig	0c9fc6c576454b0cdda175b393308ae8	NA	NA	NA
ENCFF001SUF	peaks	GM12878	EFO:0002784	H3K4me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUF/@@download/ENCFF001SUF.bed.gz	8c6914d0d444aeffe483fcae3897cace	NA	NA	NA
ENCFF000BWF	signal	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BWF/@@download/ENCFF000BWF.bigWig	48b7abb9bd3fa7935f0f9a5043bfb59e	NA	NA	NA
ENCFF001SZB	peaks	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZB/@@download/ENCFF001SZB.bed.gz	905a8320cd3c7e37a4244360f8e34306	NA	NA	NA
ENCFF000BXD	signal	K562	EFO:0002067	H3K27me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000BXD/@@download/ENCFF000BXD.bigWig	4539844ca93ca1c8dc629592bbd3b19d	NA	NA	NA
ENCFF001SZF	peaks	K562	EFO:0002067	H3K27me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SZF/@@download/ENCFF001SZF.bed.gz	d6787d2dbe19ef10d713c91317ff93da	NA	NA	NA
ENCFF000AST	signal	GM12878	EFO:0002784	H3K27me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000AST/@@download/ENCFF000AST.bigWig	d7d3fb6cf86f55982278e0265e588c46	NA	NA	NA
ENCFF001SUI	peaks	GM12878	EFO:0002784	H3K27me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUI/@@download/ENCFF001SUI.bed.gz	6f044a3e75bc50d3e25a0a21f5767dc8	NA	NA	NA
ENCFF000BFC	signal	HepG2	EFO:0001187	H3K27ac-human	male	hg19	https://www.encodeproject.org/files/ENCFF000BFC/@@download/ENCFF000BFC.bigWig	24024df3455a04d022f44355a541ac47	NA	NA	NA
ENCFF001SWK	peaks	HepG2	EFO:0001187	H3K27ac-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SWK/@@download/ENCFF001SWK.bed.gz	984acde06b609abb6475d4bf6e763e85	NA	NA	NA
ENCFF000AWK	signal	H1-hESC	EFO:0003042	H3K27ac-human	male	hg19	https://www.encodeproject.org/files/ENCFF000AWK/@@download/ENCFF000AWK.bigWig	e89e3efed7655c85adba862e2ef2fa11	NA	NA	NA
ENCFF001SUX	peaks	H1-hESC	EFO:0003042	H3K27ac-human	male	hg19	https://www.encodeproject.org/files/ENCFF001SUX/@@download/ENCFF001SUX.bed.gz	2526f289ef11f8b8f2f0fc57c58005e2	NA	NA	NA
ENCFF000AUL	signal	GM12878	EFO:0002784	H3K9me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF000AUL/@@download/ENCFF000AUL.bigWig	a9a5ca01a0726837838d8afafc7ff18b	NA	NA	NA
ENCFF001SUP	peaks	GM12878	EFO:0002784	H3K9me3-human	female	hg19	https://www.encodeproject.org/files/ENCFF001SUP/@@download/ENCFF001SUP.bed.gz	d0349429273520174599efee37d57393	NA	NA	NA
ENCFF000RWI	signal	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF000RWI/@@download/ENCFF000RWI.bigWig	71923247a2a46e312b55a484700e8f5e	NA	NA	NA
ENCFF001UTE	peaks	K562	EFO:0002067	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UTE/@@download/ENCFF001UTE.bed.gz	984abaf5e5a6fa22237906bc107644ac	NA	NA	NA
ENCFF000ROT	signal	GM12878	EFO:0002784	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ROT/@@download/ENCFF000ROT.bigWig	9f97e9172995f5241263237eb5e91b20	NA	NA	NA
ENCFF001USH	peaks	GM12878	EFO:0002784	CTCF-human	female	hg19	https://www.encodeproject.org/files/ENCFF001USH/@@download/ENCFF001USH.bed.gz	a6f856eb3742b57cd1515cf4669b620d	NA	NA	NA
ENCFF000RUH	signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000RUH/@@download/ENCFF000RUH.bigWig	fdbceaaf29af05ddf745da26e4cc2f36	NA	NA	NA
ENCFF000RWL	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000RWL/@@download/ENCFF000RWL.bigWig	782bf5a344f4a710fe91b369b1d9ee71	NA	NA	NA
ENCFF000ROY	signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ROY/@@download/ENCFF000ROY.bigWig	c8ac97d5267c4a404cc519c3057e5751	NA	NA	NA
ENCFF000XST	signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000XST/@@download/ENCFF000XST.bigWig	a9c5d318fb6b54f82926821eaea3d69a	NA	NA	NA
ENCFF000XWN	signal	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF000XWN/@@download/ENCFF000XWN.bigWig	3dbf1663c8899dcaea6b4fdf34cfafa0	NA	NA	NA
ENCFF001VKU	peaks	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF001VKU/@@download/ENCFF001VKU.bed.gz	972c5ce2f823b520d52b1ae57310108d	NA	NA	NA
ENCFF000YQD	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YQD/@@download/ENCFF000YQD.bigWig	e9faff47abda33d343f595f65d503c9f	NA	NA	NA
ENCFF000YQH	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YQH/@@download/ENCFF000YQH.bigWig	07f5d5ce21aaad039ef44b1364ea9ba9	NA	NA	NA
ENCFF000YQF	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YQF/@@download/ENCFF000YQF.bigWig	77f06e3f27d59f8787463b7a26b4ab68	NA	NA	NA
ENCFF000YQJ	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YQJ/@@download/ENCFF000YQJ.bigWig	31795b8e5c798488a6c19d3debe8dd63	NA	NA	NA
ENCFF000YWB	signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YWB/@@download/ENCFF000YWB.bigWig	887fd3a5d52d62b974e3be3544cbfbeb	NA	NA	NA
ENCFF001VOD	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001VOD/@@download/ENCFF001VOD.bed.gz	d0fcc2fae7c18772508d2e9676a411ea	NA	NA	NA
ENCFF000YWF	signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YWF/@@download/ENCFF000YWF.bigWig	d1a90667a60324bd242c793a70e535c0	NA	NA	NA
ENCFF001VOE	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001VOE/@@download/ENCFF001VOE.bed.gz	12aaf5f1a39afac91f5ca2aba90eb3dd	NA	NA	NA
ENCFF000YWN	signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YWN/@@download/ENCFF000YWN.bigWig	33bdbc45bc5e954f44faefb097f937a5	NA	NA	NA
ENCFF001VOG	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001VOG/@@download/ENCFF001VOG.bed.gz	8d7e4dc4e4c06518eba48533e260b289	NA	NA	NA
ENCFF000ODK	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODK/@@download/ENCFF000ODK.bigWig	7e4b927b1e231240f3bd92a17c52273a	NA	1	1
ENCFF000QFD	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QFD/@@download/ENCFF000QFD.bigWig	e47c83821afea7a5ee82321147479d44	NA	1	1
ENCFF000QFE	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QFE/@@download/ENCFF000QFE.bigWig	311df1c5124049335aa02ca3f88e751f	NA	1	2
ENCFF000QFF	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QFF/@@download/ENCFF000QFF.bigWig	b9cb06b0118247be402b7a346eee4a2e	NA	1	3
ENCFF000QFH	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QFH/@@download/ENCFF000QFH.bigWig	d924b384c1436417fdfb110d5b39fa40	NA	1	4
ENCFF000PMS	raw signal	HepG2	EFO:0001187	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PMS/@@download/ENCFF000PMS.bigWig	5b8b52d1688bd6bdb62e58473937b840	NA	1	1
ENCFF000PMT	raw signal	HepG2	EFO:0001187	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PMT/@@download/ENCFF000PMT.bigWig	d93a735595f5f1addc30033c49e69dae	NA	1	2
ENCFF001UHA	peaks	HepG2	EFO:0001187	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UHA/@@download/ENCFF001UHA.bed.gz	073190c3926d5be0a05c0e4c3998497f	NA	1	1
ENCFF001UHB	peaks	HepG2	EFO:0001187	EP300-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UHB/@@download/ENCFF001UHB.bed.gz	e6fab04d0f65cae0a91276051353f5b5	NA	1	2
ENCFF000YQS	signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YQS/@@download/ENCFF000YQS.bigWig	f5009f6a706f12cea60c92e589b4182c	NA	NA	NA
ENCFF000YWY	signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000YWY/@@download/ENCFF000YWY.bigWig	86e02c859d476b4fdc69d6ddf4d014ce	NA	NA	NA
ENCFF001VOI	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001VOI/@@download/ENCFF001VOI.bed.gz	41d68a9c6796b020e88d2adcf9be1ba3	NA	NA	NA
ENCFF000RPF	signal	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000RPF/@@download/ENCFF000RPF.bigWig	216df87085ad3667fe9963c01f4a0756	NA	NA	NA
ENCFF001USI	peaks	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001USI/@@download/ENCFF001USI.bed.gz	15373f463f3d6821047e8a4167a978c1	NA	NA	NA
ENCFF000ODE	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODE/@@download/ENCFF000ODE.bigWig	7f4578111d7bf0342afa923aca140631	NA	1	1
ENCFF000ODF	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODF/@@download/ENCFF000ODF.bigWig	3d69ecd4fcbe5a4bad00bddf904d1a20	NA	1	2
ENCFF000OAT	raw signal	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000OAT/@@download/ENCFF000OAT.bigWig	0259bbc36bcc0424779084adccd69da5	NA	1	1
ENCFF000OAV	raw signal	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000OAV/@@download/ENCFF000OAV.bigWig	c82dfa76a8d96a4534d4487857286c3f	NA	1	2
ENCFF001TYI	peaks	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001TYI/@@download/ENCFF001TYI.bed.gz	feb44a14128795975f3153b197ec79af	NA	1	1
ENCFF001TYJ	peaks	GM12878	EFO:0002784	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001TYJ/@@download/ENCFF001TYJ.bed.gz	43e06571a01b40fe48958f157bee3915	NA	1	2
ENCFF000OCT	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000OCT/@@download/ENCFF000OCT.bigWig	5a50b3336e2d4ccdbb129c7e63ceeadc	NA	1	1
ENCFF000OCV	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000OCV/@@download/ENCFF000OCV.bigWig	36abc1405146cc993793e7c1aa07884f	NA	1	2
ENCFF000OCX	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000OCX/@@download/ENCFF000OCX.bigWig	d550a98726c3fe720d07ab9225e85ec7	NA	1	3
ENCFF000ODB	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODB/@@download/ENCFF000ODB.bigWig	e69c8f5fdca624eaeba3975b356f6e36	NA	1	2
ENCFF000QEM	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEM/@@download/ENCFF000QEM.bigWig	0ada227a3484493f487690ba536107b9	NA	1	1
ENCFF000QEN	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEN/@@download/ENCFF000QEN.bigWig	3011c9ebe84e441c29a8d7a83d068664	NA	1	2
ENCFF000QEP	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEP/@@download/ENCFF000QEP.bigWig	b57e305c0ade7dbdc17bb1ee6c57948d	NA	1	3
ENCFF000QEQ	raw signal	K562	EFO:0002067	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QEQ/@@download/ENCFF000QEQ.bigWig	ffff1daec20198d545a732f96230a657	NA	1	4
ENCFF000PGW	raw signal	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PGW/@@download/ENCFF000PGW.bigWig	dfc7811af0b42ece5df7126b026d5d4a	NA	1	1
ENCFF000PGY	raw signal	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PGY/@@download/ENCFF000PGY.bigWig	3e28bfa0fd04ef9e403a79307144fe47	NA	1	2
ENCFF001UFO	peaks	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UFO/@@download/ENCFF001UFO.bed.gz	b47ce98eda1cac3d9f3b835db067c111	NA	1	1
ENCFF001UFP	peaks	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UFP/@@download/ENCFF001UFP.bed.gz	8d0adcbc204a2fc95640f1428372e544	NA	1	2
ENCFF000POA	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POA/@@download/ENCFF000POA.bigWig	5a3e4284b9b82cde03d006e260c468c8	NA	1	1
ENCFF000POB	raw signal	HepG2	EFO:0001187	Control-human	male	hg19	https://www.encodeproject.org/files/ENCFF000POB/@@download/ENCFF000POB.bigWig	b653b48ed167466b35124e3e6d057116	NA	1	2
ENCFF000RUQ	signal	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF000RUQ/@@download/ENCFF000RUQ.bigWig	95bc2e50be5484c40556f4ec6172a27d	NA	NA	NA
ENCFF001UTA	peaks	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UTA/@@download/ENCFF001UTA.bed.gz	405b4330b21e58252dfa43bb6f4f244d	NA	NA	NA
ENCFF000RWT	signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000RWT/@@download/ENCFF000RWT.bigWig	5bb41aa2179a19a05518a75aea37e446	NA	NA	NA
ENCFF001UTF	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UTF/@@download/ENCFF001UTF.bed.gz	cce54edb5e2bd0631db9d67b6025055e	NA	NA	NA
ENCFF000RUE	signal	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF000RUE/@@download/ENCFF000RUE.bigWig	d33260c7525ff41275cf26d62229b776	NA	NA	NA
ENCFF001USY	peaks	HepG2	EFO:0001187	CTCF-human	male	hg19	https://www.encodeproject.org/files/ENCFF001USY/@@download/ENCFF001USY.bed.gz	aefe60b388b602f45494cebd7fe7b00c	NA	NA	NA
ENCFF000ODI	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODI/@@download/ENCFF000ODI.bigWig	8b114c3f6a54bc738ac7a85d298112c4	NA	1	1
ENCFF000QDP	raw signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QDP/@@download/ENCFF000QDP.bigWig	e8421b5c7bf0f7469f28811a9cc3572d	NA	1	1
ENCFF000QDQ	raw signal	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF000QDQ/@@download/ENCFF000QDQ.bigWig	9006e1f933bf5eb538d8130609202ceb	NA	1	2
ENCFF001UKT	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UKT/@@download/ENCFF001UKT.bed.gz	565f9ad826cef16de8d415a996a4ad7f	NA	1	1
ENCFF001UKU	peaks	K562	EFO:0002067	POLR2A-human	female	hg19	https://www.encodeproject.org/files/ENCFF001UKU/@@download/ENCFF001UKU.bed.gz	c28ca2b77ed0744ecc40bf064d950949	NA	1	2
ENCFF000PNJ	raw signal	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PNJ/@@download/ENCFF000PNJ.bigWig	0de2373773795528cc106d36c9d22c4c	NA	1	1
ENCFF000PNK	raw signal	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF000PNK/@@download/ENCFF000PNK.bigWig	32abd144e7c243d18c805dd4c7a626cc	NA	1	2
ENCFF001UHE	peaks	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UHE/@@download/ENCFF001UHE.bed.gz	92a3618d434809d3ba6425c87985209c	NA	1	1
ENCFF001UHF	peaks	HepG2	EFO:0001187	POLR2A-human	male	hg19	https://www.encodeproject.org/files/ENCFF001UHF/@@download/ENCFF001UHF.bed.gz	0817b6d1f2ac0fdb7c331342729f8a41	NA	1	2
ENCFF000NYV	raw signal	GM12878	EFO:0002784	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF000NYV/@@download/ENCFF000NYV.bigWig	10c4ca4024c96d05a7e4d81f0b886008	NA	1	1
ENCFF000NYX	raw signal	GM12878	EFO:0002784	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF000NYX/@@download/ENCFF000NYX.bigWig	a05c1182b3269efa5353f54d7238e810	NA	1	2
ENCFF001TXW	peaks	GM12878	EFO:0002784	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF001TXW/@@download/ENCFF001TXW.bed.gz	f24789c55ae60cf5179f98e5964a4fd1	NA	1	1
ENCFF001TXX	peaks	GM12878	EFO:0002784	EP300-human	female	hg19	https://www.encodeproject.org/files/ENCFF001TXX/@@download/ENCFF001TXX.bed.gz	0786f37aa6f0692d2aaef5817f7e4054	NA	1	2
ENCFF000ODQ	raw signal	GM12878	EFO:0002784	Control-human	female	hg19	https://www.encodeproject.org/files/ENCFF000ODQ/@@download/ENCFF000ODQ.bigWig	e0015a88c476d0b81d451259d601f5e4	NA	1	1
